user,waktu,review,label,clean_text,prediksi_model
Boy Donald P S,8 tahun lalu,"Bagus, Indah banget
Cuma memang harus berjalan sekitar 30 menit untuk dapat view dari atas
Fasilitas oke memadai cuma jalan banyak yg berlubang, saya harap pemerintah sekitar segera memperbaiki agar bisa dinikmati",positif,bagus indah banget cuma memang harus jalan sekitar menit untuk dapat view dari atas fasilitas oke pada cuma jalan banyak yg lubang saya harap perintah sekitar segera baik agar bisa nikmat,positif
Aisa,4 tahun lalu,"Sampai ditempat jam 07.15 belum buka, maklum mungkin krn hari senin.
Kesana naik tiger, dan kami ngojek juga motor tiger🤣🤣
Tapi kata paksu, ambil positifnya ajaa krn mereka sdh paham dg medannya👍🏻
Jadi ini masuk kediri atau blitar? …",negatif,sampai tempat jam belum buka maklum mungkin krn hari senin kesana naik tiger dan kami ngojek juga motor tiger tapi kata paksu ambil positif ajaa krn mereka sdh paham dg medan jadi ini masuk diri atau blitar,negatif
Oka Aldi Antara,Diedit 4 tahun lalu,"Seandainya pas nyampek kawah ada penjual minuman,yang habis jalan kaki darii bawah kaya saya tanpa naik ojek cuma bawa 1 botol air minum untuk 4 orang ternyata kurang.",negatif,anda pas nyampek kawah ada jual minumanyang habis jalan kaki dari bawah kaya saya tanpa naik ojek cuma bawa botol air minum untuk orang nyata kurang,negatif
Kurt Sinyo,setahun lalu,"Ongkos ojek 30 Ribu PP, 28 Juli 2024",negatif,ongkos ojek ribu pp juli,negatif
Akpar Sby,6 bulan lalu,"Pemandangan alam bagus,jalan lumayan bagus",positif,pandang alam bagusjalan lumayan bagus,positif
Ajeng Aje,3 tahun lalu,"Kelud is one of the most active volcanoes is Indonesia. This Mountain located in Kediri. You must pay Rp8000 on weekdays and Rp10.000 on weekend. View on the mountain is very amazing. There is crater of the mountain. If you wanna see, You …",positif,kelud is one of the most active volcanoes is indonesia this mountain located in diri you must pay rp on weekdays and rp on weekend view on the mountain is very amazing there is crater of the mountain if you wanna see you,positif
shelfin bima,7 tahun lalu,"Jika ingin ke gunung kelud ,sekarang sudah bisa sampai ke kawah dengan cara berjalan kaki (lumayan cukup jauh) atau menyewa ojek seharga 25 rb .",negatif,jika ingin ke gunung kelud sekarang sudah bisa sampai ke kawah dengan cara jalan kaki lumayan cukup jauh atau sewa ojek harga rb,negatif
Yanet Adi Surya,8 tahun lalu,"tempat yang baik untuk berwisata, jangan lupa untuk selalu membuang sampah pada tempatnya",positif,tempat yang baik untuk wisata jangan lupa untuk selalu buang sampah pada tempat,positif
ziana,3 tahun lalu,"Kesana tgl 26 Juli ga terlalu rame. Tiket masuk 18k 1 motor 2 orang, ojek 30k PP dari parkiran.",negatif,kesana tgl juli ga terlalu rame tiket masuk k motor orang ojek k pp dari parkir,negatif
juni joyodiningrat,6 tahun lalu,tempat wisata alam di jawatimur tiada hentinya memberikan keindahan yg sangat luar biasa yakni gunung Kelud,positif,tempat wisata alam di jawatimur tiada henti beri indah yg sangat luar biasa yakni gunung kelud,positif
nusa wan,setahun lalu,"Uaneh masak naik ke kawah Kelud wajib ojek/jalankaki, sedangkan mau ngojek sepeda motornya cc nya dan keadaannya bagusan sepedah saya. 🥲
Lucu tp terlanjur jauh² datang ke situ …",negatif,uaneh masak naik ke kawah kelud wajib ojekjalankaki sedang mau ngojek sepeda motor cc nya dan ada bagus dah saya lucu tp lanjur jauh datang ke situ,negatif
AKH EKA,6 tahun lalu,Tempatnya bagus dan cukup sejuk... cocok buat berfoto ria..,positif,tempat bagus dan cukup sejuk cocok buat foto ria,positif
Pipit Samsiyah,8 tahun lalu,"Tempatnya bagus bgt, sejuk, cocok buat prewedding😊 …",positif,tempat bagus bgt sejuk cocok buat prewedding,positif
christine cammelia,9 bulan lalu,Keren bangetttttt sukaaaaaa sekaliiii,positif,keren bangetttttt sukaaaaaa sekaliiii,positif
Masna Naila Adibah,8 tahun lalu,"Viewnya bagus, tapi untuk menuju kawah via Kediri masih dalam proses pembangunan akses jalan (Agustus, 2017)",positif,viewnya bagus tapi untuk tuju kawah via diri masih dalam proses bangun akses jalan agustus,positif
Masyudi Yudi,6 bulan lalu,Pemandanganya indah..sejuk...bikin pikiran tenang...,positif,pemandanganya indahsejukbikin pikir tenang,positif
Hadi Mulyono,7 tahun lalu,Tempatnya keren...waLau jaLannya menanjk hampir 45derajat...ga kapok maen kesini Lagi😉😉😉 …,positif,tempat kerenwalau jalan menanjk hampir derajatga kapok maen kesini lagi,positif
arie joo,4 tahun lalu,"bagus bnget, sejuk....
tantangan bagi goweser",positif,bagus bnget sejuk tantang bagi goweser,positif
Muhammad Jecky,6 bulan lalu,wahh bagus banget ada satwa liar tapi seru dikejarnya Kwkw,positif,wahh bagus banget ada satwa liar tapi seru kejar kwkw,positif
Apotek Nur jannah,3 tahun lalu,"Tempatnya sangat instagramable...
Tiket masuk 10k kalau mau ke kawah naek ojek bayar 50k PP",negatif,tempat sangat instagramable tiket masuk k kalau mau ke kawah naek ojek bayar k pp,negatif
salma sekar dewi,7 tahun lalu,"Bagus pemandangannyaa. Sejuk banget. Tapi ga ada sinyal sama sekali dr telkomsel, xl, three, dll",positif,bagus pemandangannyaa sejuk banget tapi ga ada sinyal sama sekali dr telkomsel xl three dll,positif
Riki Kun,7 tahun lalu,"Hawanya sejuk...  Ion negativ banyak..

Tempat nya Bagus...  Sayang nya jalan ada yg berlubang",positif,hawa sejuk ion negativ banyak tempat nya bagus sayang nya jalan ada yg lubang,positif
Yustania Ariyanti,7 tahun lalu,"Pertama kesana sama doi, layan tempatnya, udara sejuk, tempatnya bagus juga buat foto, tapi pas kesana masih tahap renovasi 😅 …",positif,pertama kesana sama doi layan tempat udara sejuk tempat bagus juga buat foto tapi pas kesana masih tahap renovasi,positif
Catur Putranto,5 bulan lalu,SUPER BAGUSS DAN AKU DATANG waktu pas cerah tambah bagus sukaa,positif,super baguss dan aku datang waktu pas cerah tambah bagus sukaa,positif
erma fatimah,7 tahun lalu,"Recommended buat main kesana.
Tapi sayangnya gak boleh ke kawah dengan jalan kaki, bolehnya harus naik ojek",negatif,recommended buat main kesana tapi sayang gak boleh ke kawah dengan jalan kaki boleh harus naik ojek,negatif
alya vivianjaya,6 bulan lalu,via karang rejo mantapp 😆🙌🏻 …,positif,via karang rejo mantapp,positif
Bayu Putranto,setahun lalu,Tempat yg sangat indah,positif,tempat yg sangat indah,positif
Reviewer Kepoo,6 tahun lalu,Salah satu wisata alam di perbatasan kota kediri dan blitar.. pemandangannya sangat indah..,positif,salah satu wisata alam di batas kota diri dan blitar pandang sangat indah,positif
pandu setiawan,3 tahun lalu,Pemandangannya bagus. Dingin banget,positif,pandang bagus dingin banget,positif
Munir,8 tahun lalu,"Pemandangan sangat bagus, pegunungan yg indah..",positif,pandang sangat bagus gunung yg indah,positif
Feri Widianto,6 tahun lalu,"Tempat favorit bgt sii dr jaman pacaran smpe skrng sh pny anak.. Tpt sejuk, gak bikin bosen.. Perjalanan menyenangkan dgn d kiri kanan bnyk pepohonan",positif,tempat favorit bgt sii dr jaman pacar smpe skrng sh pny anak tpt sejuk gak bikin bosen jalan senang dgn d kiri kanan bnyk pohon,positif
ilham syah,8 tahun lalu,"Tempat yang indah, tp jgn datang di jam 12 siang ke atas , biasanya kabut mulai turun",positif,tempat yang indah tp jgn datang di jam siang ke atas biasa kabut mulai turun,positif
Hanif Naufal,8 tahun lalu,"Wisata alam yang sangat indah, worth it lah sama jalan yg dilalui. Udara yg dingin dan pemandangan yang indah membuat pikiran menjadi tenang",positif,wisata alam yang sangat indah worth it lah sama jalan yg lalu udara yg dingin dan pandang yang indah buat pikir jadi tenang,positif
Yerf,6 bulan lalu,sangat bagus,positif,sangat bagus,positif
Vika Saraswati,7 tahun lalu,"Seru, ektrim, ngangenin, banyak lintah dan ulat bulu. Pos 1-2 rawan longsor",positif,seru ektrim ngangenin banyak lintah dan ulat bulu pos rawan longsor,positif
DISPORBUDPAR KOTA BLITAR,8 tahun lalu,"Gunung kelud pada sisi yang berbeda, hiking dari blitar 2 jam perjalanan dgn view sangat indah",positif,gunung kelud pada sisi yang beda hiking dari blitar jam jalan dgn view sangat indah,positif
afina 78,4 tahun lalu,Wonderful place...indah..dengan suasana yg masih asri...tiket masuk hanya 10 rb..lebih baik menggunakan jsa ojek setempat hanya dgn 35rb tiket p_p  untuk mencapai kawah..,positif,wonderful placeindahdengan suasana yg masih asritiket masuk hanya rblebih baik guna jsa ojek tempat hanya dgn rb tiket pp untuk capai kawah,positif
Alfian Nuril,2 tahun lalu,Indah banget pemandangan nya,positif,indah banget pandang nya,positif
Wahyoedi Sne,6 tahun lalu,"Pemandngan nya sangat bagus, dan dapat terjangkau menggunakan kendaraan",positif,pemandngan nya sangat bagus dan dapat jangkau guna kendara,positif
fadel lino,10 bulan lalu,"ojek arogan,sering kesini dan parkir di parkiran atas,tapi kemaren baru sampai parkiran mobil uda di teriakin suru berhenti dan akhirnya muter balik gajadi joging",negatif,ojek arogansering kesini dan parkir di parkir atastapi kemaren baru sampai parkir mobil uda di teriakin suru henti dan akhir muter balik gajadi joging,negatif
Zakky Ramones,7 tahun lalu,Pemandangan yang bagus. Suhu udara tidak sedingin di bromo.,positif,pandang yang bagus suhu udara tidak sedingin di bromo,positif
seiraj ahmad,6 tahun lalu,"bagus tempatnya,skrg bnyak taman yg dibangun dsni,ada goa juga tpi smpai skrg sya belum pernah masuk ke goanya cuma ke atas doang,untuk yg bawa sepeda motor lebih baik tinggal diparkiran aja apa lagi motornya udah tua alias tenaganya udah loyo jgn dipaksain naik mending ojek aja dstu bnyak ojek dan biyayanya murah skitar 7 ribuan doang",positif,bagus tempatnyaskrg bnyak taman yg bangun dsniada goa juga tpi smpai skrg sya belum pernah masuk ke goanya cuma ke atas doanguntuk yg bawa sepeda motor lebih baik tinggal parkir aja apa lagi motor udah tua alias tenaga udah loyo jgn dipaksain naik mending ojek aja dstu bnyak ojek dan biyayanya murah skitar ribu doang,negatif
Bebek Jelek,7 tahun lalu,Tempat wisata keren & menyenangkan. Cocok banget buat liburan bareng keluarga,positif,tempat wisata keren senang cocok banget buat libur bareng keluarga,positif
Lekhan Soo,Diedit 4 tahun lalu,Tempat yg adem  nyaman walaupun ga bisa sampai ke kawah,positif,tempat yg adem nyaman walaupun ga bisa sampai ke kawah,positif
The Wanderer Guy,8 tahun lalu,A great nature place for your short gateway. Not so far from the downtown of Kediri City. Approximately 45min by private vehicle. Road paved with good asphalt so don't hesitate to come over. You can enjoy great scenery and take a deep …,positif,a great nature place for your short gateway not so far from the downtown of diri city approximately min by private vehicle road paved with good asphalt so dont hesitate to come over you can enjoy great scenery and take a deep,positif
Muhammad Ainur Rochim,2 tahun lalu,Sangat sangat cantik pemandangannya salah satu rekomendasi tempat untuk healing,positif,sangat sangat cantik pandang salah satu rekomendasi tempat untuk healing,positif
erwan 3012,Diedit 7 bulan lalu,"Jalur pendakian via Sugihwaras Ngancar ""wajib guide""",negatif,jalur daki via sugihwaras ngancar wajib guide,negatif
Jossie Agf,7 tahun lalu,Track nya lumayan meski gunung nya tidak tinggi* amat . Tapi banyak bonus nya . View nya keren,positif,track nya lumayan meski gunung nya tidak tinggi amat tapi banyak bonus nya view nya keren,positif
ismoyo legowo,8 tahun lalu,Pemandangan Indah walau sunset... Cuaca sejuk dingin,positif,pandang indah walau sunset cuaca sejuk dingin,positif
deny putra irawan,7 tahun lalu,Udaranya segar penandangan alam yg mengesankan sayang lokasinya banyak yg rusak n d tutup karena perbaikan,negatif,udara segar tandang alam yg kesan sayang lokasi banyak yg rusak n d tutup karena baik,negatif
c anugrah,2 tahun lalu,"Cuma 1 kekurangan nya, toiletnya sudah tidak berfungsi lagi. Selebihnya bagus. Yang gak mau capek jalan kaki, sudah tersedia ojek. Kalo dari parkiran motor Rp. 30rb PP, kalo dari parkir mobil Rp. 40rb PP",negatif,cuma kurang nya toilet sudah tidak fungsi lagi lebih bagus yang gak mau capek jalan kaki sudah sedia ojek kalo dari parkir motor rp rb pp kalo dari parkir mobil rp rb pp,negatif
Randi Herlambang,8 tahun lalu,Wisata alam yang sangat menakjubkan.,positif,wisata alam yang sangat takjub,positif
Ras ayu,5 tahun lalu,"Gunung Kelud 💕💕💕
Ingin kesini lagi, tentunya via basecamp Tulungrejo yg masyarakatnya baik2 dan sangat ramah. Tidak hanya itu, mereka jg sangat peduli. Kami disambut dan diperlakukan spt keluarga 💕💕💕 …",positif,gunung kelud ingin kesini lagi tentu via basecamp tulungrejo yg masyarakat baik dan sangat ramah tidak hanya itu mereka jg sangat peduli kami sambut dan laku spt keluarga,positif
abi denny,4 tahun lalu,Wisata dan pemandangan yg bagus,positif,wisata dan pandang yg bagus,positif
Lintang Luthfia Maulida,7 tahun lalu,Bagus tapi pengen liat kawah gabisaa,positif,bagus tapi ken liat kawah gabisaa,positif
Ainun Ni Intan Syahfarini,8 tahun lalu,"Bagus banget, harga tiket masuknya terjangkau.
Cuman ada beberapa pengunjung yang buang sampah sembarangan.",positif,bagus banget harga tiket masuk jangkau cuman ada beberapa unjung yang buang sampah sembarang,positif
Karnael Elisandria,3 tahun lalu,"Keren abis Gunung Kelud, apalagi touring bersama teman2",positif,keren abis gunung kelud apalagi touring sama teman,positif
Ais Aqil,9 bulan lalu,Cocok untuk pemula,positif,cocok untuk mula,positif
Bintang Galaxy,8 tahun lalu,Tempat wisata yg bagus utk bersantai bersama keluarga,positif,tempat wisata yg bagus utk santa sama keluarga,positif
Luqman Hakim,Diedit 6 tahun lalu,"Pertama kali ke 🗻 gunung Kelud,indah banget pemandangganya dan bisa lihat matahari terbit pd saat jam 06.30 pagi...😎 …",positif,pertama kali ke gunung keludindah banget pemandangganya dan bisa lihat matahari terbit pd saat jam pagi,positif
Ulum Khoirul92,6 tahun lalu,Pemandangannya indah dan sejuk...,positif,pandang indah dan sejuk,positif
BLANK JI BON,7 tahun lalu,jalan ke kawah ditutup. tapi viewnya masih tetep bagus. semoga cepat selesai pembenahan jalan dan dibuka kembali wisata sampai ke kawah 👍👍👍 …,positif,jalan ke kawah tutup tapi viewnya masih tetep bagus moga cepat selesai benah jalan dan buka kembali wisata sampai ke kawah,positif
fifadlillah_,6 tahun lalu,Gunung yg sangat indah untuk dipandang oleh mata,positif,gunung yg sangat indah untuk pandang oleh mata,positif
Aris Rifkhi,2 tahun lalu,"Titip jejak, overal masih sejuk segar,view masih enak",positif,titip jejak overal masih sejuk segarview masih enak,positif
Edo Christianto,6 tahun lalu,sungguh menakjubkan dapat kembali mengunjungi kawahnya sesudah letusan 6 tahun lalu,positif,sungguh takjub dapat kembali unjung kawah sudah letus tahun lalu,positif
Ripki Andrian,7 tahun lalu,"Bagus sih , cuman ojek nya aja yang mahal",negatif,bagus sih cuman ojek nya aja yang mahal,negatif
Mas Widodo,Diedit 8 bulan lalu,"Suwasana sejuk adem dihati, pikiran fres enak buat ngopi sambil nyantai👍👍 …",positif,suwasana sejuk adem hati pikir fres enak buat ngopi sambil nyantai,positif
ahmad fandi,6 tahun lalu,Salah satu hal yg wajib klo berkunjung di kediri..,negatif,salah satu hal yg wajib klo kunjung di diri,negatif
gerandis,2 tahun lalu,"Akses menuju Gunung Kelud bisa menggunakan kendaraan pribadi, jika pakai mobil perjalanan menuju kawah dilanjutkan dengan jalan kaki sekitar 5 km atau dengan naik ojek dengan tarif 40 ribu pp. Jika pake motor, dari parkiran mobil masih bisa …",negatif,akses tuju gunung kelud bisa guna kendara pribadi jika pakai mobil jalan tuju kawah lanjut dengan jalan kaki sekitar km atau dengan naik ojek dengan tarif ribu pp jika pake motor dari parkir mobil masih bisa,negatif
Ibnu Sopingi Al Njasemy,2 tahun lalu,"PT Abipraya sepertinya salah bangun jalan deh. Harusnya untuk wisatawan malah di kuasai segelintir oknum. Yaitu tukang ojek. Jalannya sudah bagus, tapi motor di stop, suruh parkir jauh dari kawah. Tolong petugas wisata untuk …",negatif,pt abipraya seperti salah bangun jalan deh harus untuk wisatawan malah di kuasa gelintir oknum yaitu tukang ojek jalan sudah bagus tapi motor di stop suruh parkir jauh dari kawah tolong tugas wisata untuk,negatif
Rochmad Rohmad,6 tahun lalu,"Sejuk, tetap hati2 kalau bawa anak2 dan kakek2,",positif,sejuk tetap hati kalau bawa anak dan kakek,positif
Adam Dam,setahun lalu,"Yg mau ke sini, klau memang fisiknya lemah, mending ngojek aja deh wkwkw",negatif,yg mau ke sini klau memang fisik lemah mending ngojek aja deh wkwkw,negatif
Angga Putra Pratama,7 tahun lalu,"setelah letusan pada tahun silam, semoga perbaikan infrastrukturnya lebih ditingkatkan lagi",positif,telah letus pada tahun silam moga baik infrastruktur lebih tingkat lagi,positif
